Go.	가.
I think that this is a turning point.	이게 전환점인 것 같아.
I think what Tom is doing is amazing.	나는 탐이 하고 있는 일이놀랍다고 생각한다.
I thought that my head would explode.	머리가 터질 거 같아
I want to know how I can lose weight.	나는 살빼는 방법을 알고 싶다.
I'd love to spend Christmas with you.	너와 크리스마스를 함께 보내고 싶어.
I'm having a hard time concentrating.	난 집중하려고 애를 쓰고 있어.
I'm having a hard time concentrating.	난 집중하려고 애쓰고 있어.
I'm sorry I kept you waiting so long.	너무 오래 기다리게 해서 미안해.
I'm sorry that I ruined your wedding.	결혼식을 망쳐서 미안해.
I'm trying to help you keep your job.	나는 니가 일을 계속하게 도와주고 싶어.
My mom likes my brother more than me.	우리 엄마는 나보다 동생을 더 좋아해.
Not all of the students were present.	모든 학생이 출석한 건 아니었어.
Rabbits are extremely social animals.	토끼는 극히 사교적인 동물이야.
The cause of the accident is unknown.	사고의 원인은 알려지지 않았어.
The cause of the fire is yet unknown.	화재의 원인은 아직 알려지지 않았어.
The cost of the book is five dollars.	이 책의 가격은 5 달러야.
The doctor said I have a brain tumor.	의사가 나더러 뇌 종양이 있대.
The students of this school are kind.	이 학교의 학생들은 친절하다.
The world doesn't revolve around you.	세계는 너를 중심으로 돌아가지 않는다.
This book is difficult to understand.	이 책은 해석하기 어려워.
This is a lot more fun than studying.	이게 공부하는 것보다 훨씬 더 재미있어.
Tom asked us if we'd like to do that.	톰이 우리가 저걸 하고싶어하는지 물어보던데.
Tom doesn't want to get into trouble.	톰은 말썽에 휘말리고 싶어하지 않았지.
Tom filled the wheelbarrow with sand.	톰은 외바퀴 손수레를 모래로 채웠다.
Tom hasn't finished his homework yet.	톰은 아직 숙제를 안 했다.
Tom is acting really weird right now.	톰은 지금 진짜 이상하게 행동하고 있어.
Tom is having a hard time swallowing.	톰은 삼키는 데 어려움을 겪고 있어.
Tom isn't a very good French teacher.	톰은 그다지 좋은 프랑스 선생님이 아니야.
Tom lived in Australia before, right?	톰은 전에 호주에서 살았지?
Tom told me Mary is leaving tomorrow.	톰이 메리가 내일 떠난다고 나한테 말했어.
Tom wants to learn how to play piano.	톰은 피아노 치는 법을 배우고 싶어해.
Tom was probably pondering something.	톰은 아마 뭔가를 곰곰히 생각하고 있었을 거야.
Tom was the one who wrote this story.	톰이 이 이야기를 쓴 사람이었어.
Tom won't be lonely if Mary is there.	메리가 있다면 톰은 외로워하지 않을 거야.
We never should've gone to Australia.	우린 절대 호주에 가지 말았어야 했는데.
We'll deal with that when it happens.	일이 일어나면 그 때 처리할겁니다.
When did these delusions first occur?	언제 망상증상이 처음으로 생겼어?
When does your winter vacation begin?	겨울 방학은 언제 시작하나요?
While napping, I had a strange dream.	낮잠자는 도중에 나는 이상한 꿈을 꿨어.
Why is Tom a better choice than Mary?	왜 톰이 메리보다 더 좋은 선택이야?
You should've been doing the driving.	운전하고 있었어야지.
Your safety isn't our responsibility.	너의 안전은 우리가 책임지지 않아.
A blood vessel burst inside his brain.	그 사람의 뇌 안에 혈관이 터졌어.
A week from today, I'll be in England.	오늘부로 일주일 후, 난 영국에 있을 거야.
Asperger syndrome is a form of autism.	아스퍼거는 자폐증의 일종이야.
Can you help me install this software?	이 소프트웨어 설치하는 법을 알려줄 수 있어?
Can't you suggest something else, Tom?	다른 것을 제안할 수는 없니, 톰?
Did you get a chance to talk with Tom?	톰과 대화할 기회라도 생겼어?
Everyone except Tom went to the party.	톰만 빼고 다들 파티에 갔어.
Have you ever been bitten by your dog?	네 개한테 물려본 적 있어?
Have you ever been to another country?	다른 나라에 가본 적 있어?
How do you say "I love you" in French?	"사랑해"를 프랑스어로 어떻게 말해?
How many eggs are in the refrigerator?	냉장고에 계란 얼마나 있어?
How many eggs are there in the fridge?	냉장고에 계란 얼마나 있어?
How many times do I need to repeat it?	몇 번을 반복해야 해?
How many times do I need to repeat it?	몇 번을 반복해야 하나요?
How many years did you live in Boston?	보스턴에서 몇 년 동안 살았어?
How much time will it take to do this?	이걸 하려면 시간이 얼마나 걸려?
I actually play the piano pretty well.	난 사실 피아노를 꽤 잘 쳐.
I assured Tom that I wouldn't do that.	난 톰한테 내가 안 그럴 거라고 단언했어.
I couldn't come to the birthday party.	난 생일 파티에 못 갔어.
I don't have money, but I have dreams.	내가 돈은 없어도 꿈은 있어.
I don't like cafeteria food very much.	난 식당 음식을 그다지 좋아하지 않아.
I have a hard time remembering things.	나는 여러가지를 기억하는 게 힘들어.
I knew that Tom wasn't good at sports.	난 톰이 운동을 못한다는 건 알고 있었어.
I know a good lawyer who can help you.	당신을 도와줄 수 있는 괜찮은 변호사를 알고 있습니다.
I know what those situations are like.	이게 대략 어떤 상황인지는 알아.
I might have a chance to do that soon.	곧 그걸 해볼 기회가 있을지도 모르겠어.
I often borrow books from the library.	나는 도서관에서 종종 책을 빌린다.
I should have listened more carefully.	내가 좀 더 귀기울여 들었어야 했는데.
I think Tom is a dangerous psychopath.	톰은 위험한 싸이코패스같아.
I think we should do something stupid.	우리 좀 바보짓을 해야할 것 같아.
I thought it would be easy to do that.	난 이게 하기 쉬울 줄 알았어.
I want Tom to help me clean the house.	난 톰이 집청소를 도와줬으면 해.
I want Tom to show you how to do that.	난 톰이 너한테 하는 방법을 알려줬으면 좋겠어.
I wanted Tom to sing my favorite song.	난 톰이 내가 좋아하는 노래를 불러줬으면 했어.
I wanted to do something nice for you.	뭔가 너한테 좋은 것을 해주고 싶었어.
I was pretty young back in those days.	그 때는 꽤 어렸었는데.
I wish there was more I could've done.	내가 할 수 있는게 더 있었으면 좋았을 걸.
I'm not quite sure who we should hire.	누구를 채용해야 할지 확신이 안 서.
I'm sorry that I couldn't go with you.	같이 갈 수 없어서 유감이야.
I've been trying to reach you all day.	나는 오늘 하루종일 너에게 연락하려고 했어.
Is there anything you want to tell me?	뭔가 하고 싶은 얘기 없어?
It's not fair to keep Tom in the dark.	톰을 어두운 곳에 있게 하는 건 공정하지 않아.
My dream is to become a famous singer.	내 꿈은 유명한 가수가 되는 것이야.
My father is suffering from influenza.	우리 아빠는 인플루엔자에 걸려 있어.
My father is to visit Korea next week.	나의 아버지는 다음 주에 한국으로 가기로 되어 있다.
My mother said that she was all right.	우리 엄마가 그 사람은 괜찮다고 말했어.
Only four horses competed in the race.	오직 네 마리 말만 경주에 참가했어.
Prior to the meeting, they had dinner.	미팅에 앞서 사람들은 만찬을 했다.
Squirrels often chase other squirrels.	다람쥐는 가끔 다른 다람쥐를 쫓아다니곤 해.
The earth is far bigger than the moon.	지구는 달보다 훨씬 커.
The horse stopped and refused to move.	말은 멈추고 나서 움직이는 걸 거부했어.
The police think that Tom acted alone.	경찰은 톰이 혼자인 척 했던 것이라고 생각하고 있어.
There are thirty students in my class.	내 수업에는 서른 명의 학생이 있어.
There are thirty students in my class.	내 학급에는 서른 명의 학생이 있어.
There were a few children in the room.	몇 명의 아이들이 방에 있었다.
There's nothing worse than loneliness.	외로움보다 더 끔찍한 것은 없어.
This computer has a Pentium processor.	이 컴퓨터는 펜티엄 프로세서를 탑재했어.
This is the camera I bought yesterday.	이게 내가 어제 산 카메라야.
Tom and John pretended to be brothers.	톰이랑 존은 형제인 척 했다.
Tom and Mary became very good friends.	톰과 메리는 아주 좋은 친구가 되었다더라.
Tom clasped his hands behind his head.	톰은 머리 뒤로 손을 꽉 잡았어.
Tom cried during his son's graduation.	톰은 자기 아들의 졸업식 내내 울었어.
Tom didn't notice what Mary was doing.	톰은 메리가 무엇을 하는지 알아채지 못했다.
Tom doesn't think Mary will be lonely.	톰은 메리가 외로울 거라고 생각하지 않아.
Tom gave me a harmonica for Christmas.	톰은 크리스마스 선물로 나한테 하모니카를 줬어.
Tom has learned a few words in French.	톰은 프랑스어를 몇 마디 배웠어.
Tom is probably not going to be there.	톰은 아마 거기에 안 갈 거야.
Tom is working as a software engineer.	톰은 소프트웨어 기술자로서 일하고 있어.
Tom really is a nice person, isn't he?	톰은 정말 좋은 사람이지?
Tom said that Mary seemed to be drunk.	톰이 메리가 술에 취해 보인다고 말하더라.
Tom said that Mary seemed to be drunk.	톰이 메리가 술에 취해 보인다고 말했어.
Tom thinks Mary can understand French.	톰은 메리가 프랑스어를 이해한다고 생각해.
Tom thinks Mary can understand French.	톰은 메리가 프랑스어를 이해하는 줄 알아.
Tom told me you were allergic to cats.	네가 고양이 알레르기가 있다는 걸 톰이 나한테 말했어.
Tom will be here in less than an hour.	톰은 한시간 안에 여기로 올 것 같아.
Tom works in research and development.	톰은 연구 개발을 하고 있어요.
We didn't expect it to take this long.	이렇게 오래 걸릴 줄은 몰랐어.
We didn't expect it to take this long.	이렇게 시간이 걸릴 줄은 몰랐어.
We'll never get to Boston before dark.	우린 어두워지기 전에 보스턴에 다다르지 못할 거야.
What do you think this sentence means?	이 문장이 무슨 뜻인 것 같아?
Will Tom come with his wife, or alone?	톰이 자기 아내랑 올까, 아니면 혼자 올까?
Would you like me to help you do that?	내가 널 도와줬으면 좋겠어?
Yesterday was my seventeenth birthday.	어제는 내 열일곱째 생일이었어.
You're not mad at me anymore, are you?	너 더 이상 나한테 화내지 않는 거지?
You've got to fish where the fish are.	물고기가 있는 곳에서 낚시해야지.
You've never studied French, have you?	너 프랑스어 공부해본 적 없지?
Astronomy is by no means a new science.	천문학은 결코 신생 과학이 아니야.
At the most, the trip will cost $1,000.	이 여행은 기껏해야 1,000 달러일 거야.
